"ID";"Down";"ToGo";"Spot";"Text";"Quarter";"GameID";"PlayNum";"PlayID";"HasBall";"Type";"active";"Clock"
"10783";"4";"7";"V27";"4th & 7 at UVA27: Vozenilek, A punt 37 yards to the GT36, Golden, J. return 1 yards to the GT37 (Lee, D), PENALTY UVA kick catching interference (Hill, D) 15 yards to the UVA48, 1st and 10, GT ball on UVA48.";"2";"5995";"63";"7,5,63";"V";"U";"ACTIVE";
"10784";"1";"10";"V48";"1st & 10 at UVA48: GEORGIA TECH drive start at 13:42.";"2";"5995";"64";"8,1,64";"H";;"ACTIVE";
"10785";"1";"10";"V48";"1st & 10 at UVA48: Days, S. rush for 8 yards to the UVA40 (Coley, H).";"2";"5995";"65";"8,2,65";"H";"R";"ACTIVE";
"10786";"2";"2";"V40";"2nd & 2 at UVA40: Days, S. rush for 3 yards to the UVA37, 1ST DOWN GT (Harold, E).";"2";"5995";"66";"8,3,66";"H";"R";"ACTIVE";
"10787";"1";"10";"V37";"1st & 10 at UVA37: Hill, D. rush for 3 yards to the UVA34 (Harris, A).";"2";"5995";"67";"8,4,67";"H";"R";"ACTIVE";
"10788";"2";"7";"V34";"2nd & 7 at UVA34: Days, S. rush for 8 yards to the UVA26, 1ST DOWN GT (Blanding, Q).";"2";"5995";"68";"8,5,68";"H";"R";"ACTIVE";
"10789";"1";"10";"V26";"1st & 10 at UVA26: Days, S. rush for 3 yards to the UVA23 (Romero, D).";"2";"5995";"69";"8,6,69";"H";"R";"ACTIVE";
"10790";"2";"7";"V23";"2nd & 7 at UVA23: Zenon, T. rush for loss of 4 yards to the UVA27 (Romero, D).";"2";"5995";"70";"8,7,70";"H";"R";"ACTIVE";
"10791";"3";"11";"V27";"3rd & 11 at UVA27: Thomas, J. pass incomplete to Smelter, D. (Canady, M).";"2";"5995";"71";"8,8,71";"H";"P";"ACTIVE";
"10792";"4";"11";"V27";"4th & 11 at UVA27: Thomas, J. pass incomplete to Waller, D., dropped pass (Phelps, B).";"2";"5995";"72";"8,9,72";"H";"P";"ACTIVE";
"10793";"1";"10";"V27";"1st & 10 at UVA27: VIRGINIA drive start at 10:06.";"2";"5995";"73";"9,1,73";"V";;"ACTIVE";
"10794";"1";"10";"V27";"1st & 10 at UVA27: Lambert, G pass incomplete to Johnson, K, dropped pass.";"2";"5995";"74";"9,2,74";"V";"P";"ACTIVE";
"10795";"2";"10";"V27";"2nd & 10 at UVA27: Lambert, G pass incomplete to Mizzell, T, dropped pass.";"2";"5995";"75";"9,3,75";"V";"P";"ACTIVE";
"10796";"3";"10";"V27";"3rd & 10 at UVA27: Lambert, G pass complete to Jennings, D for 21 yards to the UVA48, 1ST DOWN UVA (Durham, S.).";"2";"5995";"76";"9,4,76";"V";"P";"ACTIVE";
"10797";"1";"10";"V48";"1st & 10 at UVA48: Lambert, G pass complete to Johnson, K for 18 yards to the GT34, 1ST DOWN UVA.";"2";"5995";"77";"9,5,77";"V";"P";"ACTIVE";
"10798";"1";"10";"H34";"1st & 10 at GT34: Lambert, G rush for 1 yard to the GT33 (White, D.).";"2";"5995";"78";"9,6,78";"V";"R";"ACTIVE";
"10799";"2";"9";"H33";"2nd & 9 at GT33: Lambert, G pass incomplete to Mizzell, T (White, D.).";"2";"5995";"79";"9,7,79";"V";"P";"ACTIVE";
"10800";"3";"9";"H33";"3rd & 9 at GT33: PENALTY UVA false start (Swanson, Z) 5 yards to the GT38.";"2";"5995";"80";"9,8,80";"V";"E";"ACTIVE";
"10801";"3";"14";"H38";"3rd & 14 at GT38: Lambert, G pass incomplete.";"2";"5995";"81";"9,9,81";"V";"P";"ACTIVE";
"10802";"4";"14";"H38";"4th & 14 at GT38: TEAM punt 28 yards to the GT10, downed (blocked by Freeman, K.).";"2";"5995";"82";"9,10,82";"V";"U";"ACTIVE";
"10803";"1";"10";"H10";"1st & 10 at GT10: GEORGIA TECH drive start at 08:28.";"2";"5995";"83";"10,1,83";"H";;"ACTIVE";
"10804";"1";"10";"H10";"1st & 10 at GT10: Days, S. rush for 4 yards to the GT14 (Dean, D).";"2";"5995";"84";"10,2,84";"H";"R";"ACTIVE";
"10805";"2";"6";"H14";"2nd & 6 at GT14: Snoddy, B. rush for 6 yards to the GT20, 1ST DOWN GT (Coley, H).";"2";"5995";"85";"10,3,85";"H";"R";"INACTIVE";"08:28"
"10808";"2";"8";"H22";"2nd & 8 at GT22: Thomas, J. rush for loss of 7 yards to the GT15 (Moore, M).";"2";"5995";"87";"10,5,87";"H";"R";"ACTIVE";
"10807";"1";"10";"H20";"1st & 10 at GT20: Days, S. rush for 2 yards to the GT22 (Wilkins, D).";"2";"5995";"86";"10,4,86";"H";"R";"ACTIVE";
"10806";"2";"6";"H14";"2nd & 6 at GT14: Snoddy, B. rush for 6 yards to the GT20, 1ST DOWN GT (Coley, H).";"2";"5995";"85";"10,3,85";"H";"R";"ACTIVE";
"10809";"3";"15";"H15";"3rd & 15 at GT15: Thomas, J. pass intercepted by Harris, A at the GT24, Harris, A return -1 yards to the GT25 (Zenon, T.).";"2";"5995";"88";"10,6,88";"H";"P";"ACTIVE";
"10810";"1";"10";"H25";"1st & 10 at GT25: VIRGINIA drive start at 06:09.";"2";"5995";"89";"11,1,89";"V";;"ACTIVE";
"10811";"1";"10";"H25";"1st & 10 at GT25: Lambert, G pass incomplete to Dockins, K (Smith, D.).";"2";"5995";"90";"11,2,90";"V";"P";"ACTIVE";
"10812";"2";"10";"H25";"2nd & 10 at GT25: Lambert, G pass complete to Mizzell, T for 20 yards to the GT5, 1ST DOWN UVA (Davis, P.).";"2";"5995";"91";"11,3,91";"V";"P";"ACTIVE";
"10813";"1";"0";"H05";"1st & GOAL at GT05: Mizzell, T rush for no gain to the GT5 (Gotsis, A.).";"2";"5995";"92";"11,4,92";"V";"R";"ACTIVE";
"10814";"2";"0";"H05";"2nd & GOAL at GT05: Parks, K rush for 1 yard to the GT4 (Freeman, K.).";"2";"5995";"93";"11,5,93";"V";"R";"ACTIVE";
"10815";"3";"0";"H04";"3rd & GOAL at GT04: Lambert, G pass incomplete to Johnson, K.";"2";"5995";"94";"11,6,94";"V";"P";"ACTIVE";
"10816";"4";"0";"H04";"4th & GOAL at GT04: Frye, I field goal attempt from 22 GOOD, clock 04:18.";"2";"5995";"95";"11,7,95";"V";"F";"ACTIVE";
"10817";"1";"0";"V35";"1st & GOAL at UVA35: Sims, D kickoff 65 yards to the GT0, Golden, J. return 25 yards to the GT25 (Rainey, K).";"2";"5995";"96";"11,8,96";"V";"K";"ACTIVE";
"10818";"1";"10";"H25";"1st & 10 at GT25: GEORGIA TECH drive start at 04:10.";"2";"5995";"97";"12,1,97";"H";;"ACTIVE";
"10819";"1";"10";"H25";"1st & 10 at GT25: Days, S. rush for 6 yards to the GT31 (Valles, M;Blanding, Q).";"2";"5995";"98";"12,2,98";"H";"R";"ACTIVE";
"10820";"2";"4";"H31";"2nd & 4 at GT31: Thomas, J. rush for loss of 3 yards to the GT28 (Valles, M).";"2";"5995";"99";"12,3,99";"H";"R";"ACTIVE";
"10821";"3";"7";"H28";"3rd & 7 at GT28: Thomas, J. pass incomplete to Smelter, D., PENALTY UVA holding (Wingo-Reeves, C) 11 yards to the GT39, 1ST DOWN GT, NO PLAY.";"2";"5995";"100";"12,4,100";"H";"E";"ACTIVE";
"10822";"1";"10";"H39";"1st & 10 at GT39: Days, S. rush for 31 yards to the UVA30, 1ST DOWN GT (Harris, A).";"2";"5995";"101";"12,5,101";"H";"R";"ACTIVE";
"10823";"1";"10";"V30";"1st & 10 at UVA30: Thomas, J. rush for loss of 3 yards to the UVA33 (Harold, E).";"2";"5995";"102";"12,6,102";"H";"R";"ACTIVE";
"10824";"2";"13";"V33";"2nd & 13 at UVA33: Thomas, J. rush for loss of 10 yards to the UVA43, fumble by Thomas, J. recovered by GT Smelter, D. at UVA43.";"2";"5995";"103";"12,7,103";"H";"R";"ACTIVE";
"10825";"3";"23";"V43";"3rd & 23 at UVA43: Thomas, J. pass incomplete to Waller, D..";"2";"5995";"105";"12,8,105";"H";"P";"ACTIVE";
"10826";"4";"23";"V43";"4th & 23 at UVA43: Rodwell, R. punt 27 yards to the UVA16, Shepherd, K return 0 yards to the UVA16, fumble by Shepherd, K recovered by UVA Shepherd, K at UVA17.";"2";"5995";"106";"12,9,106";"H";"U";"ACTIVE";
"10827";"1";"10";"V17";"1st & 10 at UVA17: VIRGINIA drive start at 00:45, UVA ball on UVA17.";"2";"5995";"107";"13,1,107";"V";;"ACTIVE";
"10828";"1";"10";"V17";"1st & 10 at UVA17: Lambert, G pass complete to Severin, C for 22 yards to the UVA39, 1ST DOWN UVA (Milton, C.).";"2";"5995";"108";"13,2,108";"V";"P";"ACTIVE";
"10829";"1";"10";"V39";"1st & 10 at UVA39: Lambert, G pass complete to Watford, D for 7 yards to the UVA46 (White, D.).";"2";"5995";"109";"13,3,109";"V";"P";"ACTIVE";
"10830";"2";"3";"V46";"2nd & 3 at UVA46: Lambert, G pass complete to Parks, K for 5 yards to the GT49, 1ST DOWN UVA.";"2";"5995";"110";"13,4,110";"V";"P";"ACTIVE";
"10831";"1";"10";"H49";"1st & 10 at GT49: Timeout Virginia, clock 00:19.";"2";"5995";"111";"13,5,111";"V";"#";"ACTIVE";
"10832";"1";"10";"H49";"1st & 10 at GT49: Lambert, G sacked for loss of 6 yards to the UVA45 (Freeman, K.), fumble by Lambert, G recovered by UVA Doull, R at UVA45.";"2";"5995";"112";"13,6,112";"V";"P";"ACTIVE";
"10833";"2";"16";"V45";"2nd & 16 at UVA45: End of half, clock 00:00.";"2";"5995";"113";"13,7,113";"V";"#";"ACTIVE";
"10834";"2";"16";"V45";"2nd & 16 at UVA45: Start of 3rd quarter, clock 15:00, UVA ball on UVA35.";"3";"5995";"114";"13,8,114";"V";"#";"ACTIVE";
"10835";"2";"16";"V35";"2nd & 16 at UVA35: Sims, D kickoff 65 yards to the GT0, touchback.";"3";"5995";"115";"13,9,115";"V";"K";"ACTIVE";
"10836";"1";"10";"H25";"1st & 10 at GT25: GEORGIA TECH drive start at 15:00.";"3";"5995";"116";"14,1,116";"H";;"ACTIVE";
"10837";"1";"10";"H25";"1st & 10 at GT25: Snoddy, B. rush for 1 yard to the GT26 (Blanding, Q).";"3";"5995";"117";"14,2,117";"H";"R";"ACTIVE";
"10838";"2";"9";"H26";"2nd & 9 at GT26: Thomas, J. rush for 6 yards to the GT32 (Coley, H).";"3";"5995";"118";"14,3,118";"H";"R";"ACTIVE";
"10839";"3";"3";"H32";"3rd & 3 at GT32: Thomas, J. pass complete to Waller, D. for 6 yards to the GT38, 1ST DOWN GT (Phelps, B).";"3";"5995";"119";"14,4,119";"H";"P";"ACTIVE";
"10840";"1";"10";"H38";"1st & 10 at GT38: Thomas, J. rush for no gain to the GT38 (Harold, E).";"3";"5995";"120";"14,5,120";"H";"R";"ACTIVE";
"10841";"2";"10";"H38";"2nd & 10 at GT38: Thomas, J. pass complete to Smelter, D. for 14 yards to the UVA48, 1ST DOWN GT (Romero, D).";"3";"5995";"121";"14,6,121";"H";"P";"ACTIVE";
"10842";"1";"10";"V48";"1st & 10 at UVA48: Days, S. rush for 33 yards to the UVA15, 1ST DOWN GT (Blanding, Q).";"3";"5995";"122";"14,7,122";"H";"R";"ACTIVE";
"10843";"1";"10";"V15";"1st & 10 at UVA15: Days, S. rush for 2 yards to the UVA13 (Coley, H).";"3";"5995";"123";"14,8,123";"H";"R";"ACTIVE";
"10844";"2";"8";"V13";"2nd & 8 at UVA13: Days, S. rush for 3 yards to the UVA10 (Blanding, Q).";"3";"5995";"124";"14,9,124";"H";"R";"ACTIVE";
"10845";"3";"5";"V10";"3rd & 5 at UVA10: Zenon, T. rush for 4 yards to the UVA6 (Harris, A).";"3";"5995";"125";"14,10,125";"H";"R";"ACTIVE";
"10846";"4";"1";"V06";"4th & 1 at UVA06: Timeout Georgia Tech, clock 09:37.";"3";"5995";"126";"14,11,126";"H";"#";"INACTIVE";"09:37"
"10847";"4";"1";"V06";"4th & 1 at UVA06: Timeout Georgia Tech, clock 09:37.";"3";"5995";"126";"14,11,126";"H";"#";"ACTIVE";
"10848";"4";"1";"V06";"4th & 1 at UVA06: Days, S. rush for 1 yard to the UVA5, 1ST DOWN GT (Romero, D;Moore, M).";"3";"5995";"127";"14,12,127";"H";"R";"ACTIVE";
"10849";"1";"0";"V05";"1st & GOAL at UVA05: Thomas, J. rush for 1 yard to the UVA4 (Romero, D).";"3";"5995";"128";"14,13,128";"H";"R";"ACTIVE";
"10850";"2";"0";"V04";"2nd & GOAL at UVA04: Timeout Georgia Tech, clock 08:33.";"3";"5995";"129";"14,14,129";"H";"#";"ACTIVE";
"10851";"2";"0";"V04";"2nd & GOAL at UVA04: Days, S. rush for 4 yards to the UVA0, TOUCHDOWN, clock 08:28.";"3";"5995";"130";"14,15,130";"H";"R";"ACTIVE";
"10852";"1";"0";"V03";"1st & GOAL at UVA03: Butker, H. kick attempt good.";"3";"5995";"131";"14,16,131";"H";"X";"ACTIVE";
"10853";"1";"0";"H35";"1st & GOAL at GT35: Butker, H. kickoff 61 yards to the UVA4, Jennings, D return 34 yards to the UVA38 (Butker, H.).";"3";"5995";"132";"14,17,132";"H";"K";"ACTIVE";
"10854";"1";"10";"V38";"1st & 10 at UVA38: VIRGINIA drive start at 08:19.";"3";"5995";"133";"15,1,133";"V";;"ACTIVE";
"10855";"1";"10";"V38";"1st & 10 at UVA38: Lambert, G pass incomplete (Green, S.).";"3";"5995";"134";"15,2,134";"V";"P";"ACTIVE";
"10856";"2";"10";"V38";"2nd & 10 at UVA38: Parks, K rush for 7 yards to the UVA45 (Golden, J.).";"3";"5995";"135";"15,3,135";"V";"R";"ACTIVE";
"10857";"3";"3";"V45";"3rd & 3 at UVA45: Lambert, G pass complete to Mizzell, T for 5 yards to the 50 yardline, 1ST DOWN UVA (Golden, J.).";"3";"5995";"136";"15,4,136";"V";"P";"ACTIVE";
"10858";"1";"10";"V50";"1st & 10 at UVA50: Mizzell, T rush for 5 yards to the GT45 (Gamble, P.).";"3";"5995";"137";"15,5,137";"V";"R";"ACTIVE";
"10859";"2";"5";"H45";"2nd & 5 at GT45: Lambert, G pass complete to Severin, C for 6 yards to the GT39, 1ST DOWN UVA.";"3";"5995";"138";"15,6,138";"V";"P";"ACTIVE";
"10860";"1";"10";"H39";"1st & 10 at GT39: Lambert, G pass intercepted by Gotsis, A. at the GT42 (Freeman, K.), Gotsis, A. return 0 yards to the GT42.";"3";"5995";"139";"15,7,139";"V";"P";"ACTIVE";
"10861";"1";"10";"H42";"1st & 10 at GT42: GEORGIA TECH drive start at 06:15.";"3";"5995";"140";"16,1,140";"H";;"ACTIVE";
"10862";"1";"10";"H42";"1st & 10 at GT42: Days, S. rush for 1 yard to the GT43 (Brown, A).";"3";"5995";"141";"16,2,141";"H";"R";"ACTIVE";
"10863";"2";"9";"H43";"2nd & 9 at GT43: Zenon, T. rush for 1 yard to the GT44 (Coley, H), PENALTY GT personal foul (Burden, F.) 15 yards to the GT28, NO PLAY.";"3";"5995";"142";"16,3,142";"H";"E";"ACTIVE";
"10864";"2";"24";"H28";"2nd & 24 at GT28: Thomas, J. pass incomplete to Waller, D..";"3";"5995";"144";"16,4,144";"H";"P";"ACTIVE";
"10865";"3";"24";"H28";"3rd & 24 at GT28: Snoddy, B. rush for 6 yards to the GT34 (Harris, A;Blanding, Q).";"3";"5995";"145";"16,5,145";"H";"R";"ACTIVE";
"10866";"4";"18";"H34";"4th & 18 at GT34: PENALTY GT false start (Tobin, S.) 5 yards to the GT29.";"3";"5995";"146";"16,6,146";"H";"E";"ACTIVE";
"10867";"4";"23";"H29";"4th & 23 at GT29: Rodwell, R. punt 38 yards to the UVA33, Shepherd, K return 1 yards to the UVA34 (Hankins, B.).";"3";"5995";"147";"16,7,147";"H";"U";"ACTIVE";
"10868";"1";"10";"V34";"1st & 10 at UVA34: VIRGINIA drive start at 04:04.";"3";"5995";"148";"17,1,148";"V";;"ACTIVE";
"10869";"1";"10";"V34";"1st & 10 at UVA34: Lambert, G pass complete to Parks, K for 1 yard to the UVA35 (Nealy, Q.).";"3";"5995";"149";"17,2,149";"V";"P";"ACTIVE";
"10870";"2";"9";"V35";"2nd & 9 at UVA35: Lambert, G pass complete to Shepherd, K for 5 yards to the UVA40 (Freeman, K.).";"3";"5995";"150";"17,3,150";"V";"P";"ACTIVE";
"10871";"3";"4";"V40";"3rd & 4 at UVA40: Lambert, G pass complete to Severin, C for 3 yards to the UVA43 (Nealy, Q.).";"3";"5995";"151";"17,4,151";"V";"P";"ACTIVE";
"10872";"4";"1";"V43";"4th & 1 at UVA43: Shepherd, K rush for 3 yards to the UVA46, 1ST DOWN UVA (Harrell, A.).";"3";"5995";"152";"17,5,152";"V";"R";"ACTIVE";
"10873";"1";"10";"V46";"1st & 10 at UVA46: Lambert, G pass complete to Jennings, D for 42 yards to the GT12, 1ST DOWN UVA, out-of-bounds.";"3";"5995";"153";"17,6,153";"V";"P";"INACTIVE";"04:04"
"10876";"2";"8";"H10";"2nd & 8 at GT10: Lambert, G rush for no gain to the GT10.";"3";"5995";"155";"17,8,155";"V";"R";"ACTIVE";
"10875";"1";"10";"H12";"1st & 10 at GT12: Shepherd, K rush for 2 yards to the GT10 (Davis, P.).";"3";"5995";"154";"17,7,154";"V";"R";"ACTIVE";
"10874";"1";"10";"V46";"1st & 10 at UVA46: Lambert, G pass complete to Jennings, D for 42 yards to the GT12, 1ST DOWN UVA, out-of-bounds.";"3";"5995";"153";"17,6,153";"V";"P";"ACTIVE";
"10877";"3";"8";"H10";"3rd & 8 at GT10: Lambert, G pass incomplete (Gamble, P.).";"3";"5995";"156";"17,9,156";"V";"P";"ACTIVE";
"10878";"4";"8";"H10";"4th & 8 at GT10: Lambert, G pass intercepted by Golden, J. at the GT0, Golden, J. return 0 yards to the GT0, touchback.";"3";"5995";"157";"17,10,157";"V";"P";"ACTIVE";
"10879";"1";"10";"H20";"1st & 10 at GT20: GEORGIA TECH drive start at 00:36.";"3";"5995";"158";"18,1,158";"H";;"ACTIVE";
"10880";"1";"10";"H20";"1st & 10 at GT20: Snoddy, B. rush for 4 yards to the GT24 (Harris, A).";"3";"5995";"159";"18,2,159";"H";"R";"ACTIVE";
"10881";"2";"6";"H24";"2nd & 6 at GT24: Start of 4th quarter, clock 15:00.";"4";"5995";"160";"18,3,160";"H";"#";"ACTIVE";
"10882";"2";"6";"H24";"2nd & 6 at GT24: Thomas, J. pass incomplete to Smelter, D..";"4";"5995";"161";"18,4,161";"H";"P";"ACTIVE";
"10883";"3";"6";"H24";"3rd & 6 at GT24: Thomas, J. rush for loss of 1 yard to the GT23 (Moore, M).";"4";"5995";"162";"18,5,162";"H";"R";"ACTIVE";
"10884";"4";"7";"H23";"4th & 7 at GT23: Rodwell, R. punt 54 yards to the UVA23, Shepherd, K return -6 yards to the UVA17, fumble by Shepherd, K recovered by UVA Shepherd, K at UVA17 (Freeman, K.).";"4";"5995";"163";"18,6,163";"H";"U";"ACTIVE";
"10885";"1";"10";"V17";"1st & 10 at UVA17: VIRGINIA drive start at 14:11.";"4";"5995";"164";"19,1,164";"V";;"ACTIVE";
"10886";"1";"10";"V17";"1st & 10 at UVA17: Johns, M pass complete to Mizzell, T for 2 yards to the UVA19 (Johnson, I.;Freeman, K.).";"4";"5995";"166";"19,2,166";"V";"P";"ACTIVE";
"10887";"2";"8";"V19";"2nd & 8 at UVA19: Johns, M pass incomplete.";"4";"5995";"167";"19,3,167";"V";"P";"ACTIVE";
"10888";"3";"8";"V19";"3rd & 8 at UVA19: Johns, M pass complete to Johnson, K for 20 yards to the UVA39, PENALTY UVA illegal shift 5 yards to the UVA14, NO PLAY.";"4";"5995";"168";"19,4,168";"V";"E";"ACTIVE";
"10889";"3";"13";"V14";"3rd & 13 at UVA14: Johns, M pass incomplete.";"4";"5995";"169";"19,5,169";"V";"P";"ACTIVE";
"10890";"4";"13";"V14";"4th & 13 at UVA14: Vozenilek, A punt 23 yards to the UVA37, out-of-bounds.";"4";"5995";"170";"19,6,170";"V";"U";"ACTIVE";
"10891";"1";"10";"V37";"1st & 10 at UVA37: GEORGIA TECH drive start at 12:40.";"4";"5995";"171";"20,1,171";"H";;"ACTIVE";
"10892";"1";"10";"V37";"1st & 10 at UVA37: Days, S. rush for 6 yards to the UVA31 (Harold, E).";"4";"5995";"172";"20,2,172";"H";"R";"ACTIVE";
"10893";"2";"4";"V31";"2nd & 4 at UVA31: Days, S. rush for 3 yards to the UVA28 (Valles, M;Blanding, Q).";"4";"5995";"173";"20,3,173";"H";"R";"ACTIVE";
"10894";"3";"1";"V28";"3rd & 1 at UVA28: Thomas, J. rush for 3 yards to the UVA25, 1ST DOWN GT (Dean, D).";"4";"5995";"174";"20,4,174";"H";"R";"ACTIVE";
"10895";"1";"10";"V25";"1st & 10 at UVA25: Days, S. rush for 6 yards to the UVA19 (Coley, H).";"4";"5995";"175";"20,5,175";"H";"R";"ACTIVE";
"10896";"2";"4";"V19";"2nd & 4 at UVA19: Thomas, J. rush for 2 yards to the UVA17 (Moore, M).";"4";"5995";"176";"20,6,176";"H";"R";"INACTIVE";"12:40"
"10899";"1";"10";"V13";"1st & 10 at UVA13: Thomas, J. rush for loss of 3 yards to the UVA16 (Moore, M).";"4";"5995";"178";"20,8,178";"H";"R";"ACTIVE";
"10898";"3";"2";"V17";"3rd & 2 at UVA17: Days, S. rush for 4 yards to the UVA13, 1ST DOWN GT (Harris, A).";"4";"5995";"177";"20,7,177";"H";"R";"ACTIVE";
"10897";"2";"4";"V19";"2nd & 4 at UVA19: Thomas, J. rush for 2 yards to the UVA17 (Moore, M).";"4";"5995";"176";"20,6,176";"H";"R";"ACTIVE";
"10900";"2";"13";"V16";"2nd & 13 at UVA16: Days, S. rush for 4 yards to the UVA12 (Blanding, Q).";"4";"5995";"179";"20,9,179";"H";"R";"ACTIVE";
"10901";"3";"9";"V12";"3rd & 9 at UVA12: PENALTY GT false start (Griffin, Ch.) 5 yards to the UVA17.";"4";"5995";"180";"20,10,180";"H";"E";"ACTIVE";
"10902";"3";"14";"V17";"3rd & 14 at UVA17: Thomas, J. pass complete to Days, S. for 17 yards to the UVA0, 1ST DOWN GT, TOUCHDOWN, clock 07:01.";"4";"5995";"181";"20,11,181";"H";"P";"ACTIVE";
"10903";"1";"0";"V03";"1st & GOAL at UVA03: Butker, H. kick attempt good.";"4";"5995";"182";"20,12,182";"H";"X";"ACTIVE";
"10904";"1";"0";"H35";"1st & GOAL at GT35: Butker, H. kickoff 56 yards to the UVA9, Jennings, D return 20 yards to the UVA29 (McNair, T.).";"4";"5995";"183";"20,13,183";"H";"K";"ACTIVE";
"10905";"1";"10";"V29";"1st & 10 at UVA29: VIRGINIA drive start at 06:52.";"4";"5995";"184";"21,1,184";"V";;"ACTIVE";
"10906";"1";"10";"V29";"1st & 10 at UVA29: Johns, M pass complete to Johnson, K for 13 yards to the UVA42, 1ST DOWN UVA (White, D.).";"4";"5995";"185";"21,2,185";"V";"P";"ACTIVE";
"10907";"1";"10";"V42";"1st & 10 at UVA42: Johns, M pass complete to Swanson, Z for 12 yards to the GT46, 1ST DOWN UVA (Johnson, I.).";"4";"5995";"186";"21,3,186";"V";"P";"ACTIVE";
"10908";"1";"10";"H46";"1st & 10 at GT46: Johns, M pass complete to Johnson, K for 5 yards to the GT41 (White, D.).";"4";"5995";"187";"21,4,187";"V";"P";"ACTIVE";
"10909";"2";"5";"H41";"2nd & 5 at GT41: Johns, M pass incomplete.";"4";"5995";"188";"21,5,188";"V";"P";"ACTIVE";
"10911";"3";"5";"H41";"3rd & 5 at GT41: Johns, M pass incomplete to Jennings, D.";"4";"5995";"190";"21,6,190";"V";"P";"ACTIVE";
"10910";"3";"5";"H41";"3rd & 5 at GT41: VIRGINIA drive start at 05:53.";"4";"5995";"189";"21,6,189";"V";;"INACTIVE";"05:53"
"10912";"4";"5";"H41";"4th & 5 at GT41: Johns, M pass incomplete to Mizzell, T.";"4";"5995";"191";"21,7,191";"V";"P";"ACTIVE";
"10913";"1";"10";"H41";"1st & 10 at GT41: GEORGIA TECH drive start at 05:40.";"4";"5995";"192";"22,1,192";"H";;"ACTIVE";
"10914";"1";"10";"H41";"1st & 10 at GT41: Byerly, T. rush for 2 yards to the GT43 (Moore, M).";"4";"5995";"194";"22,2,194";"H";"R";"ACTIVE";
"10915";"2";"8";"H43";"2nd & 8 at GT43: Timeout Virginia, clock 05:32.";"4";"5995";"195";"22,3,195";"H";"#";"ACTIVE";
"10916";"2";"8";"H43";"2nd & 8 at GT43: Connors, M. rush for 5 yards to the GT48 (Valles, M).";"4";"5995";"196";"22,4,196";"H";"R";"ACTIVE";
"10917";"3";"3";"H48";"3rd & 3 at GT48: Timeout Virginia, clock 05:26.";"4";"5995";"197";"22,5,197";"H";"#";"ACTIVE";
"10918";"3";"3";"H48";"3rd & 3 at GT48: Byerly, T. pass incomplete to Dennis, C., PENALTY UVA pass interference (Canady, M) 15 yards to the UVA37, 1ST DOWN GT, NO PLAY.";"4";"5995";"198";"22,6,198";"H";"E";"ACTIVE";
"10919";"1";"10";"V37";"1st & 10 at UVA37: Byerly, T. rush for 4 yards to the UVA33 (Kiser, M).";"4";"5995";"199";"22,7,199";"H";"R";"ACTIVE";
"10920";"2";"6";"V33";"2nd & 6 at UVA33: Connors, M. rush for 1 yard to the UVA32 (Harold, E).";"4";"5995";"200";"22,8,200";"H";"R";"ACTIVE";
"10921";"3";"5";"V32";"3rd & 5 at UVA32: Byerly, T. rush for 10 yards to the UVA22, 1ST DOWN GT (Harris, A).";"4";"5995";"201";"22,9,201";"H";"R";"ACTIVE";
"10922";"1";"10";"V22";"1st & 10 at UVA22: Connors, M. rush for no gain to the UVA22.";"4";"5995";"202";"22,10,202";"H";"R";"ACTIVE";
"10923";"2";"10";"V22";"2nd & 10 at UVA22: Byerly, T. rush for 7 yards to the UVA15 (Kiser, M).";"4";"5995";"203";"22,11,203";"H";"R";"ACTIVE";
"10924";"3";"3";"V15";"3rd & 3 at UVA15: Byerly, T. rush for 2 yards to the UVA13 (Kiser, M).";"4";"5995";"204";"22,12,204";"H";"R";"ACTIVE";
"10925";"4";"1";"V13";"4th & 1 at UVA13: Byerly, T. rush for 2 yards to the UVA11, 1ST DOWN GT (Moore, M).";"4";"5995";"205";"22,13,205";"H";"R";"ACTIVE";
"10926";"1";"10";"V11";"1st & 10 at UVA11: Byerly, T. rush for 5 yards to the UVA6 (Blanding, Q).";"4";"5995";"206";"22,14,206";"H";"R";"ACTIVE";
"10927";"2";"5";"V06";"2nd & 5 at UVA06: Connors, M. rush for 1 yard to the UVA5 (Moore, K).";"4";"5995";"207";"22,15,207";"H";"R";"INACTIVE";"05:26"
"10931";"1";"10";"V35";"1st & 10 at CU35: GT ball on GT35.";"1";"5996";"3";"0,2,3";"V";;"ACTIVE";
"10930";"1";"10";"V35";"1st & 10 at CU35: Clemson Captains: #50, #68, #93, #67";"1";"5996";"0";"0,1,0";"V";;"ACTIVE";
"10929";"3";"4";"V05";"3rd & 4 at UVA05: End of game, clock 00:00.";"4";"5995";"208";"22,16,208";"H";"#";"ACTIVE";"00:00"
"10928";"2";"5";"V06";"2nd & 5 at UVA06: Connors, M. rush for 1 yard to the UVA5 (Moore, K).";"4";"5995";"207";"22,15,207";"H";"R";"ACTIVE";
"10932";"1";"10";"H35";"1st & 10 at GT35: Start of 1st quarter, clock 15:00.";"1";"5996";"4";"0,3,4";"H";"#";"ACTIVE";
"10933";"1";"10";"H35";"1st & 10 at GT35: Butker, H. kickoff 65 yards to the CU0, touchback.";"1";"5996";"5";"0,4,5";"H";"K";"ACTIVE";
